#TYPE System.Diagnostics.Process
"Name","SI","Handles","VM","WS","PM","NPM","Path","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","BasePriority","ExitCode","HasExited","ExitTime","Handle","SafeHandle","HandleCount","Id","MachineName","MainWindowHandle","MainWindowTitle","MainModule","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize","NonpagedSystemMemorySize64","PagedMemorySize","PagedMemorySize64","PagedSystemMemorySize","PagedSystemMemorySize64","PeakPagedMemorySize","PeakPagedMemorySize64","PeakWorkingSet","PeakWorkingSet64","PeakVirtualMemorySize","PeakVirtualMemorySize64","PriorityBoostEnabled","PriorityClass","PrivateMemorySize","PrivateMemorySize64","PrivilegedProcessorTime","ProcessName","ProcessorAffinity","Responding","SessionId","StartInfo","StartTime","SynchronizingObject","Threads","TotalProcessorTime","UserProcessorTime","VirtualMemorySize","VirtualMemorySize64","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet","WorkingSet64","Site","Container"
"RtkAudUService64","1","355","4430438400","5562368","4583424","13512","C:\Windows\System32\DriverStore\FileRepository\realtekservice.inf_amd64_c759ff49aef8a7cf\RtkAudUService64.exe","Realtek Semiconductor","0.625","1.0.331.1","1.0.331.1","Realtek HD Audio Universal Service","Realtek HD Audio Universal Service","Process","8",,"False",,"6820","Microsoft.Win32.SafeHandles.SafeProcessHandle","355","7568",".","0","","System.Diagnostics.ProcessModule (RtkAudUService64.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","13512","13512","4583424","4583424","199256","199256","4739072","4739072","13000704","13000704","142807040","4437774336","True","Normal","4583424","4583424","00:00:00.3281250","RtkAudUService64","255","True","1","System.Diagnostics.ProcessStartInfo","31-05-2021 20:22:14",,"System.Diagnostics.ProcessThreadCollection","00:00:00.6250000","00:00:00.2968750","135471104","4430438400","False",,,,"5562368","5562368",,
"RtkAudUService64","1","375","4425043968","5365760","3674112","14328","C:\WINDOWS\System32\DriverStore\FileRepository\realtekservice.inf_amd64_c759ff49aef8a7cf\RtkAudUService64.exe","Realtek Semiconductor","0.734375","1.0.331.1","1.0.331.1","Realtek HD Audio Universal Service","Realtek HD Audio Universal Service","Process","8",,"False",,"6672","Microsoft.Win32.SafeHandles.SafeProcessHandle","375","10336",".","0","","System.Diagnostics.ProcessModule (RtkAudUService64.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","14328","14328","3674112","3674112","192536","192536","4902912","4902912","15937536","15937536","149860352","4444827648","True","Normal","3674112","3674112","00:00:00.3750000","RtkAudUService64","255","True","1","System.Diagnostics.ProcessStartInfo","31-05-2021 20:22:04",,"System.Diagnostics.ProcessThreadCollection","00:00:00.7343750","00:00:00.3593750","130076672","4425043968","False",,,,"5365760","5365760",,
"rundll32","1","139","2203415257088","9187328","2387968","10056","C:\WINDOWS\system32\rundll32.exe","Microsoft Corporation","0.015625","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Windows host process (Rundll32)","Microsoft? Windows? Operating System","Process","8",,"False",,"7008","Microsoft.Win32.SafeHandles.SafeProcessHandle","139","19732",".","0","","System.Diagnostics.ProcessModule (rundll32.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","10056","10056","2387968","2387968","121240","121240","2875392","2875392","10350592","10350592","100196352","2203418419200","True","Normal","2387968","2387968","00:00:00.0156250","rundll32","255","True","1","System.Diagnostics.ProcessStartInfo","02-06-2021 11:34:25",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0156250","00:00:00","97034240","2203415257088","False",,,,"9187328","9187328",,
"RuntimeBroker","1","312","2203447369728","10891264","3661824","15136","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","0.75","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"6936","Microsoft.Win32.SafeHandles.SafeProcessHandle","312","1872",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","15136","15136","3661824","3661824","185520","185520","4259840","4259840","21577728","21577728","143073280","2203461296128","True","Normal","3661824","3661824","00:00:00.3593750","RuntimeBroker","255","True","1","System.Diagnostics.ProcessStartInfo","01-06-2021 14:17:43",,"System.Diagnostics.ProcessThreadCollection","00:00:00.7500000","00:00:00.3906250","129146880","2203447369728","False",,,,"10891264","10891264",,
"RuntimeBroker","1","473","2203527970816","28889088","11091968","25200","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","12.890625","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"6728","Microsoft.Win32.SafeHandles.SafeProcessHandle","473","2636",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","25200","25200","11091968","11091968","335952","335952","14299136","14299136","40706048","40706048","251944960","2203570167808","True","Normal","11091968","11091968","00:00:04.9375000","RuntimeBroker","255","True","1","System.Diagnostics.ProcessStartInfo","31-05-2021 20:35:25",,"System.Diagnostics.ProcessThreadCollection","00:00:12.8906250","00:00:07.9531250","209747968","2203527970816","False",,,,"28889088","28889088",,
"RuntimeBroker","1","126","2203405766656","4489216","1646592","8472","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","0.109375","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"6500","Microsoft.Win32.SafeHandles.SafeProcessHandle","126","7436",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8472","8472","1646592","1646592","102480","102480","2052096","2052096","8482816","8482816","91889664","2203410112512","True","Normal","1646592","1646592","00:00:00.0781250","RuntimeBroker","255","True","1","System.Diagnostics.ProcessStartInfo","31-05-2021 20:25:24",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1093750","00:00:00.0312500","87543808","2203405766656","False",,,,"4489216","4489216",,
"RuntimeBroker","1","320","2203474903040","14983168","7086080","18488","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","2.5","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"6364","Microsoft.Win32.SafeHandles.SafeProcessHandle","320","9384",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","18488","18488","7086080","7086080","238024","238024","10313728","10313728","34689024","34689024","198529024","2203516751872","True","Normal","7086080","7086080","00:00:01.1093750","RuntimeBroker","255","True","1","System.Diagnostics.ProcessStartInfo","31-05-2021 20:22:03",,"System.Diagnostics.ProcessThreadCollection","00:00:02.5000000","00:00:01.3906250","156680192","2203474903040","False",,,,"14983168","14983168",,
"RuntimeBroker","1","884","2203624005632","41283584","18415616","36680","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","14.03125","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"7156","Microsoft.Win32.SafeHandles.SafeProcessHandle","884","9632",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","36680","36680","18415616","18415616","484152","484152","21000192","21000192","51449856","51449856","432488448","2203750711296","True","Normal","18415616","18415616","00:00:06.8125000","RuntimeBroker","255","True","1","System.Diagnostics.ProcessStartInfo","31-05-2021 20:22:03",,"System.Diagnostics.ProcessThreadCollection","00:00:14.0312500","00:00:07.2187500","305782784","2203624005632","False",,,,"41283584","41283584",,
"RuntimeBroker","1","490","2203469991936","10481664","5373952","20968","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","6.859375","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"6260","Microsoft.Win32.SafeHandles.SafeProcessHandle","490","10824",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","20968","20968","5373952","5373952","233160","233160","6569984","6569984","28577792","28577792","185815040","2203504037888","True","Normal","5373952","5373952","00:00:04.7968750","RuntimeBroker","255","True","1","System.Diagnostics.ProcessStartInfo","31-05-2021 20:22:05",,"System.Diagnostics.ProcessThreadCollection","00:00:06.8593750","00:00:02.0625000","151769088","2203469991936","False",,,,"10481664","10481664",,
"RuntimeBroker","1","344","2203477192704","22310912","7753728","19712","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","9.59375","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"6344","Microsoft.Win32.SafeHandles.SafeProcessHandle","344","10968",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","19712","19712","7753728","7753728","233512","233512","9375744","9375744","27660288","27660288","416501760","2203734724608","True","Normal","7753728","7753728","00:00:04.8750000","RuntimeBroker","255","True","1","System.Diagnostics.ProcessStartInfo","31-05-2021 20:22:13",,"System.Diagnostics.ProcessThreadCollection","00:00:09.5937500","00:00:04.7187500","158969856","2203477192704","False",,,,"22310912","22310912",,
"RuntimeBroker","1","372","2203485290496","23334912","6811648","19304","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","1.375","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"6600","Microsoft.Win32.SafeHandles.SafeProcessHandle","372","12952",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","19304","19304","6811648","6811648","265016","265016","8826880","8826880","27500544","27500544","190377984","2203508600832","True","Normal","6811648","6811648","00:00:00.6093750","RuntimeBroker","255","True","1","System.Diagnostics.ProcessStartInfo","31-05-2021 20:22:21",,"System.Diagnostics.ProcessThreadCollection","00:00:01.3750000","00:00:00.7656250","167067648","2203485290496","False",,,,"23334912","23334912",,
"RuntimeBroker","1","340","2203474509824","6463488","6561792","17264","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","0.65625","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"6832","Microsoft.Win32.SafeHandles.SafeProcessHandle","340","13108",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","17264","17264","6561792","6561792","235424","235424","7888896","7888896","32342016","32342016","173527040","2203491749888","True","Normal","6561792","6561792","00:00:00.2656250","RuntimeBroker","255","True","1","System.Diagnostics.ProcessStartInfo","31-05-2021 20:25:04",,"System.Diagnostics.ProcessThreadCollection","00:00:00.6562500","00:00:00.3906250","156286976","2203474509824","False",,,,"6463488","6463488",,
"RuntimeBroker","1","455","2203468398592","5963776","5279744","19472","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","9.984375","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"6912","Microsoft.Win32.SafeHandles.SafeProcessHandle","455","14004",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","19472","19472","5279744","5279744","232784","232784","6397952","6397952","32317440","32317440","172343296","2203490566144","True","Normal","5279744","5279744","00:00:07.3125000","RuntimeBroker","255","True","1","System.Diagnostics.ProcessStartInfo","31-05-2021 20:22:23",,"System.Diagnostics.ProcessThreadCollection","00:00:09.9843750","00:00:02.6718750","150175744","2203468398592","False",,,,"5963776","5963776",,
"RuntimeBroker","1","279","2203452874752","15167488","2916352","14680","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","0.125","10.0.19041.746 (WinBuild.160101.0800)","10.0.19041.746","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"6928","Microsoft.Win32.SafeHandles.SafeProcessHandle","279","16888",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","14680","14680","2916352","2916352","198024","198024","3313664","3313664","19292160","19292160","140374016","2203458596864","True","Normal","2916352","2916352","00:00:00.0625000","RuntimeBroker","255","True","1","System.Diagnostics.ProcessStartInfo","03-06-2021 10:46:07",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1250000","00:00:00.0625000","134651904","2203452874752","False",,,,"15167488","15167488",,
"SAMAgent","0","15165","5062787072","73015296","122286080","35008","C:\Program Files (x86)\Global Symphony services\Summit Asset Agent\SAMAgent.exe","Symphony SUMMIT","6674.71875","2.0.1.17","2.0.1.17","SAMAgent","SAMAgent","Process","8",,"False",,"6808","Microsoft.Win32.SafeHandles.SafeProcessHandle","15165","18204",".","0","","System.Diagnostics.ProcessModule (SAMAgent.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","35008","35008","122286080","122286080","730424","730424","125681664","125681664","90091520","90091520","886657024","5181624320","True","Normal","122286080","122286080","01:30:45.4843750","SAMAgent","255","True","0","System.Diagnostics.ProcessStartInfo","02-06-2021 08:23:20",,"System.Diagnostics.ProcessThreadCollection","01:51:14.7187500","00:20:29.2343750","767819776","5062787072","False",,,,"73015296","73015296",,
"SearchApp","1","2433","2239261552640","319787008","255537152","182464","C:\WINDOWS\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\SearchApp.exe","Microsoft Corporation","73.359375","10.0.19041.964 (WinBuild.160101.0800)","10.0.19041.964","Search application","Microsoft? Windows? Operating System","Process","8",,"False",,"5160","Microsoft.Win32.SafeHandles.SafeProcessHandle","2433","9496",".","0","","System.Diagnostics.ProcessModule (SearchApp.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","182464","182464","255537152","255537152","1166392","1166392","292368384","292368384","358100992","358100992","1625800704","2239303761920","True","Normal","255537152","255537152","00:00:12.5000000","SearchApp","255","True","1","System.Diagnostics.ProcessStartInfo","31-05-2021 20:22:03",,"System.Diagnostics.ProcessThreadCollection","00:01:13.3593750","00:01:00.8593750","1583591424","2239261552640","False",,,,"319787008","319787008",,
"SearchFilterHost","0","147","2203398664192","7770112","1753088","8968","C:\WINDOWS\system32\SearchFilterHost.exe","Microsoft Corporation","0","7.0.19041.844 (WinBuild.160101.0800)","7.0.19041.844","Microsoft Windows Search Filter Host","Windows? Search","Process","4",,"False",,"6724","Microsoft.Win32.SafeHandles.SafeProcessHandle","147","14020",".","0","","System.Diagnostics.ProcessModule (SearchFilterHost.exe)","33554432","204800","System.Diagnostics.ProcessModuleCollection","8968","8968","1753088","1753088","100616","100616","1753088","1753088","7774208","7774208","80445440","2203398668288","True","Idle","1753088","1753088","00:00:00","SearchFilterHost","255","True","0","System.Diagnostics.ProcessStartInfo","03-06-2021 14:45:13",,"System.Diagnostics.ProcessThreadCollection","00:00:00","00:00:00","80441344","2203398664192","False",,,,"7770112","7770112",,
"SearchIndexer","0","990","2203697991680","68882432","57503744","76112","C:\WINDOWS\system32\SearchIndexer.exe","Microsoft Corporation","24.234375","7.0.19041.1 (WinBuild.160101.0800)","7.0.19041.1","Microsoft Windows Search Indexer","Windows? Search","Process","8",,"False",,"6748","Microsoft.Win32.SafeHandles.SafeProcessHandle","990","18608",".","0","","System.Diagnostics.ProcessModule (SearchIndexer.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","76112","76112","57503744","57503744","273288","273288","69910528","69910528","79687680","79687680","415690752","2203733913600","True","Normal","57503744","57503744","00:00:07.0937500","SearchIndexer","255","True","0","System.Diagnostics.ProcessStartInfo","02-06-2021 11:15:05",,"System.Diagnostics.ProcessThreadCollection","00:00:24.2343750","00:00:17.1406250","379768832","2203697991680","False",,,,"68882432","68882432",,
"SearchProtocolHost","1","267","2203425792000","8675328","2109440","10328","C:\WINDOWS\system32\SearchProtocolHost.exe","Microsoft Corporation","0.03125","7.0.19041.844 (WinBuild.160101.0800)","7.0.19041.844","Microsoft Windows Search Protocol Host","Windows? Search","Process","4",,"False",,"6828","Microsoft.Win32.SafeHandles.SafeProcessHandle","267","8948",".","0","","System.Diagnostics.ProcessModule (SearchProtocolHost.exe)","33554432","204800","System.Diagnostics.ProcessModuleCollection","10328","10328","2109440","2109440","145016","145016","2109440","2109440","8679424","8679424","107569152","2203425792000","True","Idle","2109440","2109440","00:00:00.0312500","SearchProtocolHost","255","True","1","System.Diagnostics.ProcessStartInfo","03-06-2021 14:45:13",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0312500","00:00:00","107569152","2203425792000","False",,,,"8675328","8675328",,
